Система автоматизации,AS
Абонент,ГПА-32
Ретросистема,Текущий
Дата,28.09.24
Время,19:30:43
Длительность архива (сек),25200.00
Время предыстории (сек),25200.00
Шаг дискретизации (сек),1.00

Время,"Частота вращения ротора СТ (1), об/мин","Давление газа на входе Км, Р Гвх.Км, МПа","Давление газа на выходе Км, Рг.вых.Км, МПа","Положение крана  № 6р (АПРК), %","Температура газа на входе Км, ТГ.вх.Км, °С","Температура газа на выходе Км, ТГ.вых.Км, °С","Виброперемещение ротора Км в передней опоре, гор. сост. (размах), мкм","Виброперемещение ротора Км в передней опоре, верт. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре гор. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре верт. сост. (размах), мкм","Осевой сдвиг ротора К, мм","Перепад давления  на конфузоре,  DРКонф, кПа","Расчетная степень сжатия Км,"
-21746.88,,3.9797,,,21.5149,72.9960,,,,,,,
-21745.88,,3.9797,,,21.5149,72.9960,,,,,,,
-21744.88,,3.9808,,,21.5149,72.9960,,,,,,,
-21743.88,,3.9797,,,21.5149,72.9960,,,,,,,
-21742.88,,3.9797,,,21.5149,72.9960,,,,,,,
-21741.88,,3.9808,,,21.5149,72.9960,,,,,,,
-21740.88,,3.9808,,,21.5149,72.9960,,,,,,,
-21739.88,,3.9808,,,21.5149,72.9960,,,,,,,
-21738.88,,3.9808,,,21.5149,72.9960,,,,,,,
-21737.88,,3.9797,,,21.5149,72.9960,,,,,,,
-21736.88,,3.9808,,,21.5149,72.9960,,,,,,,
-21735.88,,3.9797,,,21.5149,72.9960,,,,,,,
-21734.88,,3.9808,,,21.5149,72.9960,,,,,,,
-21733.88,,3.9808,,,21.5149,72.9960,,,,,,,
-21732.88,,3.9808,,,21.5149,72.9960,,,,,,,
-21731.88,,3.9808,,,21.5149,72.9960,,,,,,,
-21730.88,,3.9797,,,21.5149,72.9960,,,,,,,
-21729.88,,3.9808,,,21.5149,72.9960,,,,,,,
-21728.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21727.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21726.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21725.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21724.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21723.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21722.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21721.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21720.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21719.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21718.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21717.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21716.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21715.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21714.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21713.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21712.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21711.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21710.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21709.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21708.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21707.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21706.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21705.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21704.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21703.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21702.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21701.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21700.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21699.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21698.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21697.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21696.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21695.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21694.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21693.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21692.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21691.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21690.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21689.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21688.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21687.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21686.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21685.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21684.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21683.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21682.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21681.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21680.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21679.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21678.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21677.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21676.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21675.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21674.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21673.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21672.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21671.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21670.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21669.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21668.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21667.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21666.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21665.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21664.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21663.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21662.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21661.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21660.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21659.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21658.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21657.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21656.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21655.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21654.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21653.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21652.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21651.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21650.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21649.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21648.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21647.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21646.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21645.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21644.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21643.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21642.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21641.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21640.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21639.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21638.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21637.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21636.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21635.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21634.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21633.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21632.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21631.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21630.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21629.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21628.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21627.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21626.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21625.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21624.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21623.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21622.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21621.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21620.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21619.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21618.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21617.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21616.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21615.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21614.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21613.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21612.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21611.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21610.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21609.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21608.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21607.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21606.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21605.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21604.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21603.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21602.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21601.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21600.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21599.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21598.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21597.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21596.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21595.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21594.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21593.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21592.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21591.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21590.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21589.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21588.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21587.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21586.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21585.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21584.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21583.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21582.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21581.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21580.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21579.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21578.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21577.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21576.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21575.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21574.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21573.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21572.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21571.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21570.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21569.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21568.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21567.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21566.88,,3.9797,,,21.5906,72.9960,,,,,,,
-21565.88,,3.9808,,,21.5906,72.9960,,,,,,,
-21564.88,,,,,21.5906,72.9960,,,,,,,
-21563.88,,,,,21.5906,72.9960,,,,,,,
-21562.88,,,,,21.5906,72.9960,,,,,,,
-21561.88,,,,,21.5906,72.9960,,,,,,,
-21560.88,,,,,21.5906,72.9960,,,,,,,
-21559.88,,,,,21.5906,72.9960,,,,,,,
-21558.88,,,,,21.5906,72.9960,,,,,,,
-21557.88,,,,,21.5906,72.9960,,,,,,,
-21556.88,,,,,21.5906,72.9960,,,,,,,
-21555.88,,,,,21.5906,72.9960,,,,,,,
-21554.88,,,,,21.5906,72.9960,,,,,,,
-21553.88,,,,,21.5906,72.9960,,,,,,,
-21552.88,,,,,21.5906,72.9960,,,,,,,
-21551.88,,,,,21.5906,72.9960,,,,,,,
-21550.88,,,,,21.5906,72.9960,,,,,,,
-21549.88,,,,,21.5906,72.9960,,,,,,,
-21548.88,,,,,21.5906,72.9960,,,,,,,
-21547.88,,,,,21.5906,72.9960,,,,,,,
-21546.88,,,,,21.5906,72.9960,,,,,,,
-21545.88,,,,,21.5906,72.9960,,,,,,,
-21544.88,,,,,21.5906,72.9960,,,,,,,
-21543.88,,,,,21.5906,72.9960,,,,,,,
-21542.88,,,,,21.5906,72.9960,,,,,,,
-21541.88,,,,,21.5906,72.9960,,,,,,,
-21540.88,,,,,21.5906,72.9960,,,,,,,
-21539.88,,,,,21.5906,72.9960,,,,,,,
-21538.88,,,,,21.5906,72.9960,,,,,,,
-21537.88,,,,,21.5906,72.9960,,,,,,,
-21536.88,,,,,21.5906,72.9960,,,,,,,
-21535.88,,,,,21.5906,72.9960,,,,,,,
-21534.88,,,,,21.5906,72.9960,,,,,,,
-21533.88,,,,,21.5906,72.9960,,,,,,,
-21532.88,,,,,21.5906,72.9960,,,,,,,
-21531.88,,,,,21.5906,72.9960,,,,,,,
-21530.88,,,,,21.5906,72.9960,,,,,,,
-21529.88,,,,,21.5906,72.9960,,,,,,,
-21528.88,,,,,21.5906,72.9960,,,,,,,
-21527.88,,,,,21.5906,72.9960,,,,,,,
-21526.88,,,,,21.5906,72.9960,,,,,,,
-21525.88,,,,,21.5906,72.9960,,,,,,,
-21524.88,,,,,21.5906,72.9960,,,,,,,
-21523.88,,,,,21.5906,72.9960,,,,,,,
-21522.88,,,,,21.5906,72.9960,,,,,,,
-21521.88,,,,,21.5906,72.9960,,,,,,,
-21520.88,,,,,21.5906,72.9960,,,,,,,
-21519.88,,,,,21.5906,72.9960,,,,,,,
-21518.88,,,,,21.5906,72.9960,,,,,,,
-21517.88,,,,,21.5906,72.9960,,,,,,,
-21516.88,,,,,21.5906,72.9960,,,,,,,
-21515.88,,,,,21.5906,72.9960,,,,,,,
-21514.88,,,,,21.5906,72.9960,,,,,,,
-21513.88,,,,,21.5906,72.9960,,,,,,,
-21512.88,,,,,21.5906,72.9960,,,,,,,
-21511.88,,,,,21.5906,72.9960,,,,,,,
-21510.88,,,,,21.5906,72.9960,,,,,,,
-21509.88,,,,,21.5906,72.9960,,,,,,,
-21508.88,,,,,21.5906,72.9960,,,,,,,
-21507.88,,,,,21.5906,72.9960,,,,,,,
-21506.88,,,,,21.5906,72.9960,,,,,,,
-21505.88,,,,,21.5906,72.9960,,,,,,,
-21504.88,,,,,21.5906,72.9960,,,,,,,
-21503.88,,,,,21.5906,72.9960,,,,,,,
-21502.88,,,,,21.5906,72.9960,,,,,,,
-21501.88,,,,,21.5906,72.9960,,,,,,,
-21500.88,,,,,21.5906,72.9960,,,,,,,
-21499.88,,,,,21.5906,72.9960,,,,,,,
-21498.88,,,,,21.5906,72.9960,,,,,,,
-21497.88,,,,,21.5906,72.9960,,,,,,,
-21496.88,,,,,21.5906,72.9960,,,,,,,
-21495.88,,,,,21.5906,72.9960,,,,,,,
-21494.88,,,,,21.5906,72.9960,,,,,,,
-21493.88,,,,,21.5906,72.9960,,,,,,,
-21492.88,,,,,21.5906,72.9960,,,,,,,
-21491.88,,,,,21.5906,72.9960,,,,,,,
-21490.88,,,,,21.5906,72.9960,,,,,,,
-21489.88,,,,,21.5906,72.9960,,,,,,,
-21488.88,,,,,21.5906,72.9960,,,,,,,
-21487.88,,,,,21.5906,72.9960,,,,,,,
-21486.88,,,,,21.5906,72.9960,,,,,,,
-21485.88,,,,,21.5906,72.9960,,,,,,,
-21484.88,,,,,21.5906,72.9960,,,,,,,
-21483.88,,,,,21.5906,72.9960,,,,,,,
-21482.88,,,,,21.5906,72.9960,,,,,,,
-21481.88,,,,,21.5906,72.9960,,,,,,,
-21480.88,,,,,21.5906,72.9960,,,,,,,
-21479.88,,,,,21.5906,72.9960,,,,,,,
-21478.88,,,,,21.5906,72.9960,,,,,,,
-21477.88,,,,,21.5906,72.9960,,,,,,,
-21476.88,,,,,21.5906,72.9960,,,,,,,
-21475.88,,,,,21.5906,72.9960,,,,,,,
-21474.88,,,,,21.5906,72.9960,,,,,,,
-21473.88,,,,,21.5906,72.9960,,,,,,,
-21472.88,,,,,21.5906,72.9960,,,,,,,
-21471.88,,,,,21.5906,72.9960,,,,,,,
-21470.88,,,,,21.5906,72.9960,,,,,,,
-21469.88,,,,,21.5906,72.9960,,,,,,,
-21468.88,,,,,21.5906,72.9960,,,,,,,
-21467.88,,,,,21.5906,72.9960,,,,,,,
-21466.88,,,,,21.5906,72.9960,,,,,,,
-21465.88,,,,,21.5906,72.9960,,,,,,,
-21464.88,,,,,21.5906,72.9960,,,,,,,
-21463.88,,,,,21.5906,72.9960,,,,,,,
-21462.88,,,,,21.5906,72.9960,,,,,,,
-21461.88,,,,,21.5906,72.9960,,,,,,,
-21460.88,,,,,21.5906,72.9960,,,,,,,
-21459.88,,,,,21.5906,72.9960,,,,,,,
-21458.88,,,,,21.5906,72.9960,,,,,,,
-21457.88,,,,,21.5906,72.9960,,,,,,,
-21456.88,,,,,21.5906,72.9960,,,,,,,
-21455.88,,,,,21.5906,72.9960,,,,,,,
-21454.88,,,,,21.5906,72.9960,,,,,,,
-21453.88,,,,,21.5906,72.9960,,,,,,,
-21452.88,,,,,21.5906,72.9960,,,,,,,
-21451.88,,,,,21.5906,72.9960,,,,,,,
-21450.88,,,,,21.5906,72.9960,,,,,,,
-21449.88,,,,,21.5906,72.9960,,,,,,,
-21448.88,,,,,21.5906,72.9960,,,,,,,
-21447.88,,,,,21.5906,72.9960,,,,,,,
-21446.88,,,,,21.5906,72.9960,,,,,,,
-21445.88,,,,,21.5906,72.9960,,,,,,,
-21444.88,,,,,21.5906,72.9960,,,,,,,
-21443.88,,,,,21.5906,72.9960,,,,,,,
-21442.88,,,,,21.5906,72.9960,,,,,,,
-21441.88,,,,,21.5906,72.9960,,,,,,,
-21440.88,,,,,21.5906,72.9960,,,,,,,
-21439.88,,,,,21.5906,72.9960,,,,,,,
-21438.88,,,,,21.5906,72.9960,,,,,,,
-21437.88,,,,,21.5906,72.9960,,,,,,,
-21436.88,,,,,21.5906,72.9960,,,,,,,
-21435.88,,,,,21.5906,72.9960,,,,,,,
-21434.88,,,,,21.5906,72.9960,,,,,,,
-21433.88,,,,,21.5906,72.9960,,,,,,,
-21432.88,,,,,21.5906,72.9960,,,,,,,
-21431.88,,,,,21.5906,72.9960,,,,,,,
-21430.88,,,,,21.5906,72.9960,,,,,,,
-21429.88,,,,,21.5906,72.9960,,,,,,,
-21428.88,,,,,21.5906,72.9960,,,,,,,
-21427.88,,,,,21.5906,72.9960,,,,,,,
-21426.88,,,,,21.5906,72.9960,,,,,,,
-21425.88,,,,,21.5906,72.9960,,,,,,,
-21424.88,,,,,21.5906,72.9960,,,,,,,
-21423.88,,,,,21.5906,72.9960,,,,,,,
-21422.88,,,,,21.5906,72.9960,,,,,,,
-21421.88,,,,,21.5906,72.9960,,,,,,,
-21420.88,,,,,21.5906,72.9960,,,,,,,
-21419.88,,,,,21.5906,72.9960,,,,,,,
-21418.88,,,,,21.5906,72.9960,,,,,,,
-21417.88,,,,,21.5906,72.9960,,,,,,,
-21416.88,,,,,21.5906,72.9960,,,,,,,
-21415.88,,,,,21.5906,72.9960,,,,,,,
-21414.88,,,,,21.5906,72.9960,,,,,,,
-21413.88,,,,,21.5906,72.9960,,,,,,,
-21412.88,,,,,21.5906,72.9960,,,,,,,
-21411.88,,,,,21.5906,72.9960,,,,,,,
-21410.88,,,,,21.5906,72.9960,,,,,,,
-21409.88,,,,,21.5906,72.9960,,,,,,,
-21408.88,,,,,21.5906,72.9960,,,,,,,
-21407.88,,,,,21.5906,72.9960,,,,,,,
-21406.88,,,,,21.5906,72.9960,,,,,,,
-21405.88,,,,,21.5906,72.9960,,,,,,,
-21404.88,,,,,21.5906,72.9960,,,,,,,
-21403.88,,,,,21.5906,72.9960,,,,,,,
-21402.88,,,,,21.5906,72.9960,,,,,,,
-21401.88,,,,,21.5906,72.9960,,,,,,,
-21400.88,,,,,21.5906,72.9960,,,,,,,
-21399.88,,,,,21.5906,72.9960,,,,,,,
-21398.88,,,,,21.5906,72.9960,,,,,,,
-21397.88,,,,,21.5906,72.9960,,,,,,,
-21396.88,,,,,21.5906,72.9960,,,,,,,
-21395.88,,,,,21.5906,72.9960,,,,,,,
-21394.88,,,,,21.5906,72.9960,,,,,,,
-21393.88,,,,,21.5906,72.9960,,,,,,,
-21392.88,,,,,21.5906,72.9960,,,,,,,
-21391.88,,,,,21.5906,72.9960,,,,,,,
-21390.88,,,,,21.5906,72.9960,,,,,,,
-21389.88,,,,,21.5906,72.9960,,,,,,,
-21388.88,,,,,21.5906,72.9960,,,,,,,
-21387.88,,,,,21.5906,72.9960,,,,,,,
-21386.88,,,,,21.5906,72.9960,,,,,,,
-21385.88,,,,,21.5906,72.9960,,,,,,,
-21384.88,,,,,21.5906,72.9960,,,,,,,
-21383.88,,,,,21.5906,72.9960,,,,,,,
-21382.88,,,,,21.5906,72.9960,,,,,,,
-21381.88,,,,,21.5906,72.9960,,,,,,,
-21380.88,,,,,21.5906,72.9960,,,,,,,
-21379.88,,,,,21.5906,72.9960,,,,,,,
-21378.88,,,,,21.5906,72.9960,,,,,,,
-21377.88,,,,,21.5906,72.9960,,,,,,,
-21376.88,,,,,21.5906,72.9960,,,,,,,
-21375.88,,,,,21.5906,72.9960,,,,,,,
-21374.88,,,,,21.5906,72.9960,,,,,,,
-21373.88,,,,,21.5906,72.9960,,,,,,,
-21372.88,,,,,21.5906,72.9960,,,,,,,
-21371.88,,,,,21.5906,72.9960,,,,,,,
-21370.88,,,,,21.5906,72.9960,,,,,,,
-21369.88,,,,,21.5906,72.9960,,,,,,,
-21368.88,,,,,21.5906,72.9960,,,,,,,
-21367.88,,,,,21.5906,72.9960,,,,,,,
-21366.88,,,,,21.5906,72.9960,,,,,,,
-21365.88,,,,,21.5906,72.9960,,,,,,,
-21364.88,,,,,21.5906,72.9960,,,,,,,
-21363.88,,,,,21.5906,72.9960,,,,,,,
-21362.88,,,,,21.5906,72.9960,,,,,,,
-21361.88,,,,,21.5906,72.9960,,,,,,,
-21360.88,,,,,21.5906,72.9960,,,,,,,
-21359.88,,,,,21.5906,72.9960,,,,,,,
-21358.88,,,,,21.5906,72.9960,,,,,,,
-21357.88,,,,,21.5906,72.9960,,,,,,,
-21356.88,,,,,21.5906,72.9960,,,,,,,
-21355.88,,,,,21.5906,72.9960,,,,,,,
-21354.88,,,,,21.5906,72.9960,,,,,,,
-21353.88,,,,,21.5906,72.9960,,,,,,,
-21352.88,,,,,21.5906,72.9960,,,,,,,
-21351.88,,,,,21.5906,72.9960,,,,,,,
-21350.88,,,,,21.5906,72.9960,,,,,,,
-21349.88,,,,,21.5906,72.9960,,,,,,,
-21348.88,,,,,21.5906,72.9960,,,,,,,
-21347.88,,,,,21.5906,72.9960,,,,,,,
-21346.88,,,,,21.5906,72.9960,,,,,,,
-21345.88,,,,,21.5906,72.9960,,,,,,,
-21344.88,,,,,21.5906,72.9960,,,,,,,
-21343.88,,,,,21.5906,72.9960,,,,,,,
-21342.88,,,,,21.5906,72.9960,,,,,,,
-21341.88,,,,,21.5906,72.9960,,,,,,,
-21340.88,,,,,21.5906,72.9960,,,,,,,
-21339.88,,,,,21.5906,72.9960,,,,,,,
-21338.88,,,,,21.5906,72.9960,,,,,,,
-21337.88,,,,,21.5906,72.9960,,,,,,,
-21336.88,,,,,21.5906,72.9960,,,,,,,
-21335.88,,,,,21.5906,72.9960,,,,,,,
-21334.88,,,,,21.5906,72.9960,,,,,,,
-21333.88,,,,,21.5906,72.9960,,,,,,,
-21332.88,,,,,21.5906,72.9960,,,,,,,
-21331.88,,,,,21.5906,72.9960,,,,,,,
-21330.88,,,,,21.5906,72.9960,,,,,,,
-21329.88,,,,,21.5906,72.9960,,,,,,,
-21328.88,,,,,21.5906,72.9960,,,,,,,
-21327.88,,,,,21.5906,72.9960,,,,,,,
-21326.88,,,,,21.5906,72.9960,,,,,,,
-21325.88,,,,,21.5906,72.9960,,,,,,,
-21324.88,,,,,21.5906,72.9960,,,,,,,
-21323.88,,,,,21.5906,72.9960,,,,,,,
-21322.88,,,,,21.5906,72.9960,,,,,,,
-21321.88,,,,,21.5906,72.9960,,,,,,,
-21320.88,,,,,21.5906,72.9960,,,,,,,
-21319.88,,,,,21.5906,72.9960,,,,,,,
-21318.88,,,,,21.5906,72.9960,,,,,,,
-21317.88,,,,,21.5906,72.9960,,,,,,,
-21316.88,,,,,21.5906,72.9960,,,,,,,
-21315.88,,,,,21.5906,72.9960,,,,,,,
-21314.88,,,,,21.5906,72.9960,,,,,,,
-21313.88,,,,,21.5906,72.9960,,,,,,,
-21312.88,,,,,21.5906,72.9960,,,,,,,
-21311.88,,,,,21.5906,72.9960,,,,,,,
-21310.88,,,,,21.5906,72.9960,,,,,,,
-21309.88,,,,,21.5906,72.9960,,,,,,,
-21308.88,,,,,21.5906,72.9960,,,,,,,
-21307.88,,,,,21.5906,72.9960,,,,,,,
-21306.88,,,,,21.5906,72.9960,,,,,,,
-21305.88,,,,,21.5906,72.9960,,,,,,,
-21304.88,,,,,21.5906,72.9960,,,,,,,
-21303.88,,,,,21.5906,72.9960,,,,,,,
-21302.88,,,,,21.5906,72.9960,,,,,,,
-21301.88,,,,,21.5906,72.9960,,,,,,,
-21300.88,,,,,21.5906,72.9960,,,,,,,
-21299.88,,,,,21.5906,72.9960,,,,,,,
-21298.88,,,,,21.5906,72.9960,,,,,,,
-21297.88,,,,,21.5906,72.9960,,,,,,,
-21296.88,,,,,21.5906,72.9960,,,,,,,
-21295.88,,,,,21.5906,72.9960,,,,,,,
-21294.88,,,,,21.5906,72.9960,,,,,,,
-21293.88,,,,,21.5906,72.9960,,,,,,,
-21292.88,,,,,21.5906,72.9960,,,,,,,
-21291.88,,,,,21.5906,72.9960,,,,,,,
-21290.88,,,,,21.5906,72.9960,,,,,,,
-21289.88,,,,,21.5906,72.9960,,,,,,,
-21288.88,,,,,21.5906,72.9960,,,,,,,
-21287.88,,,,,21.5906,72.9960,,,,,,,
-21286.88,,,,,21.5906,72.9960,,,,,,,
-21285.88,,,,,21.5906,72.9960,,,,,,,
-21284.88,,,,,21.5906,72.9960,,,,,,,
-21283.88,,,,,21.5906,72.9960,,,,,,,
-21282.88,,,,,21.5906,72.9960,,,,,,,
-21281.88,,,,,21.5906,72.9960,,,,,,,
-21280.88,,,,,21.5906,72.9960,,,,,,,
-21279.88,,,,,21.5906,72.9960,,,,,,,
-21278.88,,,,,21.5906,72.9960,,,,,,,
-21277.88,,,,,21.5906,72.9960,,,,,,,
-21276.88,,,,,21.5906,72.9960,,,,,,,
-21275.88,,,,,21.5906,72.9960,,,,,,,
-21274.88,,,,,21.5906,72.9960,,,,,,,
-21273.88,,,,,21.5906,72.9960,,,,,,,
-21272.88,,,,,21.5906,72.9960,,,,,,,
